Station_Name,Train_Count
CHIRGAON,14
SANGOLA,14
KOPA SAMHOTA,14
UGAR KHURD,14
KASIMPUR HAL,14
SAMLAYA JN.,14
RAPARLA HALT,14
NIPANIA,14
UKHRA,14
KATAKHAL JN.,14
DABTARA,14
NIMPURATHROU,14
BHAGWANSAR,14
BILPUR,14
KOSAD,14
SANKHARI,14
NUAGAON-MAYU,14
BANGROD,14
PAHLEJAGHAT,14
ODELA,14
ARUNACHAL,14
CHITRADURG,14
JAWALAMUKHI,14
TUVVUR HALT,14
RAVINDRAKHAN,14
ARUMUGANERI,14
KATHUNANGAL,14
SAMBALPUR CI,14
SAMAR GOPALP,14
OBAIDULLA GA,14
TALARA,14
TAKARI,14
RANPUR,14
NURPUR ROAD,14
KIRLOSKAR WA,14
HARSAR DEHRI,14
TIRUNNAVAYA,14
KECHKI,14
BAHADUR SING,14
RUNKHERA,14
PIPRAIGAON,14
PIPRADIH,14
PIPOLOD,14
SURAVALI (H),14
BHIRA KHERI,14
KAYALPATTINA,14
REPALLE,14
THANA BHAWAN,14
RAGHURAJ SIN,14
JANKIDAIPUR,14
THANDLA ROAD,14
PHUSRO,14
CHAND BHAN,14
CHAKARBHATHA,14
HIREHALLI,14
TIRUKKOVILUR,14
CHAJLI,14
ROBERTSGANJ,14
JARAUDA NARA,14
HIRAKUND,14
TEK NEWAS,14
BRIJMANGANJ,14
POWERPET,14
PUTLACHERUVU,14
HIND,14
BHULI,14
ROMANA ALBEL,14
BAMANHERI,14
KHARBAO,14
PONDURU,14
SUDSAR,14
RUDRAPUR CIT,14
KAMAN,14
PHESAR,14
SADHOO GARH,14
KHOIRABARI,14
PARSABAD,14
TIKUNIA,14
SAHATWAR,14
TILDANGA,14
RAJGHAT PH,14
TALVADIYA,14
KILA ZAFARGA,14
PARIAWAN KAL,14
BODWAD,14
CHERUKARA HA,14
KINANA,14
BUGGANAPALLI,14
CHETTINAD,14
TIRUCHENDUR,14
REN,14
PARSIPUR,14
KAMAKHYAGURI,14
TIKIRAPAL PH,14
CHANERA,14
JATDUMRI HAL,14
SAGARPALI,14
STUARTPURAM,14
BADMAL,14
CHANDRAGIRI,14
BADAUN,14
HATHURAN,14
PATAN,14
CHANGSARI,14
PATTIKKAD HA,14
TIKEKARWADI,14
CHAS ROAD PH,14
BIHAIROGANJ,14
BOLINNA DOAB,14
SANOSARA,14
PANCHOT,14
SOMNATH,14
MATARI,14
DUDHINAGAR,14
DUDWA,14
MELATUR HALT,14
JIRADEI,14
AKBAR GANJ,14
MCCLUSKIEGAN,14
LACHYAN,14
MAYYANAD,14
GOTHAN GAM,14
FATEHSINGHPU,14
KARAVADI,14
SHRI BHADRIY,14
ERRUPALEM,14
MANUBOLU,14
LAHABON HALT,14
FARHEDI HALT,14
LAILAKH MAMA,14
SITALPUR,14
VENTRAPRAGAD,14
DUBRAJPUR,14
MINCHNAL,14
KURUMBUR,14
AMDARA,14
MOTARI HALT,14
VANIYAMBALAM,14
DING,14
DISA,14
NILAMBUR ROA,14
AMBATURAI,14
MOHRI,14
BASNI,14
VEMURU HALT,14
MODUKURU HAL,14
KURICHEDU,14
VENDRA HALT,14
MODLIMB,14
KADAVAKUDURU,14
DONDAICHA,14
GUBBI,14
JITA KHERI,14
FURSATGANJ,14
BASWA,14
MAGHAR,14
MAHUAWA KHUR,14
MAHRAWAL,14
ADINA,14
MAHESHI,14
MAHENDRANATH,14
GHANAULI,14
KARAINTHI,14
GOHANA,14
WRS COLONY,14
JIWDHARA,14
MADURANTAKAM,14
MADHOSINGH,14
MADHAVNAGAR,14
LIMKHERA,14
MADDIKERA,14
GODAPEASAL,14
ACHARYA NARE,14
ZERPUR PALI,14
ADIPUR,14
GAROTH,14
LANJI GARH R,14
MAJHGAWAN,14
GOPALPUR BAL,14
MANDI ADAMPU,14
MANDHAR,14
JNANA BHARAT,14
MANDA ROAD,14
MANCHILI,14
MANAPARAI,14
WANEGAON HAL,14
GANJ DUNDWAR,14
LALGANJ,14
MALATIPATPUR,14
GOLLAPROLU,14
MALARNA,14
GOLHALLI,14
LALGOPALGANJ,14
SIKANDRA RAO,14
MAJORDE JN.,14
KAIMGANJ,14
BASUCHAK HAL,14
GURNAY,14
DHANDARI KAL,14
DAULATPUR HA,14
KRISHNA DEVA,14
DAURAM MADHE,14
NASRALA,14
KARONA HALT,14
GURUVAYUR,14
NARGANJO HAL,14
KUCHAVARAM H,14
ANKUSPUR,14
KUCHMAN,14
NANGUNERI,14
SHAM CHAURAS,14
NANGAL MUNDI,14
BELRAYAN,14
NANDPUR BHAT,14
UPPU GUNDURU,14
ANKAI,14
UNDI,14
KANTH,14
DARYAPUR,14
DANAULI PHUL,14
HALDIA,14
SARAGBUNDIA,14
UMESHNAGAR,14
DALHOUSI ROA,14
SARAI BANJAR,14
DALMAU JN.,14
KOTHARI ROAD,14
UMROLI,14
KALDHARI,14
JHALAWAR ROA,14
DANWAR,14
KOTTA PANDIL,14
DARA,14
NAZARETH,14
APPIKATLA,14
ANVARDIKANPE,14
KARKHELI,14
SOMNA,14
KULPAHAR,14
SEYDUNGANALL,14
JAINTIPURA,14
UTRAN,14
KUMARBAGH,14
DHAURA,14
DHARMANAGAR,14
JAI JAI WANT,14
URKURA,14
NAGAL,14
VAITHISVARAN,14
DHINOJ,14
KULWA,14
KUMRABAD ROH,14
DHANUVACHAPU,14
DHIRPUR,14
DHEENA,14
KAJRAT NAWAD,14
KARKELI,14
KARJARA,14
ANGADIPURAM,14
NAGROTA SURI,14
DHODA KHERI,14
SOHANSRA,14
DHOLA MAJRA,14
AMGURI,14
GULER,14
VALAPUZHA HA,14
BANKHEDI,13
SANKA,13
SRUNGAVRUKSH,13
KARAJGI,13
SAHASRAKUND,13
BHALEJ,13
SARKONI,13
BILHAUR,13
SANGMESHWAR,13
BARYAL HIMAC,13
HURMUJPUR (H,13
BEOHARI,13
SHIUPUR,13
KAPILAS ROAD,13
SAHID MATANG,13
RUKNI,13
BHARMAR,13
BENAPUR,13
BHOKAR,13
JAKHAPURA JN,13
BARRAJPUR,13
SISVINHALLI,13
SUDAMDIH,13
SATHAJAGAT,13
SALICHAUKA,13
RINGUS JN.,13
SIRNAPALLI,13
KANTI,13
BALOTRA JN.,13
SADANAPURA,13
KARIMUDDINPU,13
BARETA,13
DADHAPARA,13
VYASANAGAR,13
NIM-KA-THANA,13
PIPLIA,13
DAGORI,13
ANGUA PH,13
KAMALGANJ,13
BIRAPATTI,13
TILARU,13
DHANMANDAL,13
PANIARA HALT,13
PANIA JOB,13
GUDMA,13
NARNAUL,13
PANAPAKAM,13
KULITTURAI W,13
PALLIYADI H.,13
USKA BAZAR,13
NIYALISHPARA,13
TRIPAL,13
TUTICORIN,13
ODE,13
CHURCHGATE,13
KOLAKALUR HA,13
KONDAPALLI,13
DAKOR,13
PIPRAHAN,13
BAGRATAWA,13
NEW GUNTUR,13
BALARAMAPURA,13
RAMBHA,13
NANGAL PATHA,13
BMY H CABIN,13
RAJAGODA,13
MADANKATA,13
RAGHUNATHBAR,13
BORTALAO,13
MAHAJAN,13
NAYAK DIH HA,13
DAREKASA,13
KALPI,13
CHACHURA BIN,13
LALGUDI,13
HAIDERGARH,13
WADSA,13
WADHWAN CITY,13
PORADANGA,13
KOTABOMMALI,13
NICHITPUR,13
UMRETH,13
URGA,12
KAPARPURA,12
UNJALUR,12
SOHAL,12
KAKORI,12
UPPAL,12
SOGORA,12
KANTHALIYA R,12
VATLUR,12
VADANAM KURU,12
KACHUJOR  FL,12
WYNDHAMGANJ,12
JUCHANDRA,12
JUGPURA PH,12
JUHARPURA,12
WARASEONI,12
SIRATHU,12
WALAYAR,12
K-CABIN BNDM,12
KABAKA PUTTU,12
KACHCHANAVIL,12
SIVUNGAON,12
VISHWANATH C,12
VADGAON NILA,12
KADAKOLA,12
KADALUNDI,12
VIRBHADRA,12
VILLIANUR HA,12
KADIRI,12
SIWANI,12
VARANGAON,12
KAITHAL,12
KAITHALKUCHI,12
KAJORA GRAM,12
KAJRI,12
UNHEL,12
TAKIPUR,12
KALANWALI,12
TIKIRI,12
THARSA,12
THALANGAI,12
THAKURGANJ,12
KANKAHA,12
KANJIRAMMITA,12
KAMNARA,12
TENGANMADA,12
TELO,12
KANAKPURA,12
KANALUS,12
TARLUPADU,12
SULTANPUR KA,12
KANJIKODE,12
TANKUPPA,12
SUNDARAPERUM,12
TANGARMUNDA,12
KANGRA,12
KANGRA MANDI,12
KANHADGAON,12
SWAMI MALAI,12
TADAKAL PUDI,12
THATHANKULAM,12
TILRATH,12
KALAS,12
TIRUPATI WES,12
SOLDEVANAHAL,12
UNA HIMACHAL,12
SONAKHAN,12
SONDAD,12
UKLANA,12
UKHALI HALT,12
UJHANI,12
KALIYAGANJ,12
UJALVAV,12
KALMITAR,12
SONUA,12
SORON SHUKAR,12
KALSUR,12
SORUPETA,12
SRI BALABRAH,12
SRI KRISHNA,12
TRILOCHAN MA,12
TOLRA,12
TODIYAPPULAM,12
TITTE,12
TIRUVALAM,12
LOTTEGOLLAHA,12
RAIBOJHA,12
SINGHIAGHAT,12
NANJANGUD TO,12
NEMAM,12
NELLAYI,12
NAZARBAG,12
KOTTIKULAM,12
NAYA NAGAR,12
NAVIPET,12
NAVABPALEM,12
KRISHNA CHAN,12
NARAYANPUR A,12
NANWAN HALT,12
NANGAL DEGRO,12
KOTDWARA,12
NANDANI LAGU,12
NANAUTA,12
NANAKSAR,12
NAI KHERI,12
NAHARKATIYA,12
NAGROTA,12
NAGRA DHAM P,12
NAGBHIR,12
KULUKALUR HA,12
KUMAHU,12
NEW BALRAMPU,12
KOTALA HALT,12
KUMBALAM,12
OLLUR,12
PANCH RUKHI,12
PALSORAMKDN,12
PALGHAT TOWN,12
PALAYAMKOTTA,12
PALANI,12
PALAMPUR HIM,12
PAKKI,12
PAJIAN,12
KOIRIPUR,12
PACHHAPUR,12
OLAPUR,12
NILGIRI ROAD,12
KOLNUR,12
NUNKHAR,12
NOHBACHHAMAD,12
NIWARI,12
NIWAR,12
NISHANGARA,12
KOPARLAHAR,12
KORATTI ANGA,12
NINGALA,12
NIMDIH,12
MUSTABADA,12
MURTIHA,12
PANDARAVADAI,12
LAKSHMIPUR R,12
MARTUR,12
MANNARGUDI,12
MANJHRA PURA,12
LAKHEWALI,12
MANGRA,12
MANENDRAGARH,12
LAKHO,12
MANDI DHANAU,12
MANDAMARI,12
MANDAGERE,12
MALKAPURAM,12
MARWAR BHINM,12
MAKANSAR,12
MAIKALGANJ,12
MAHWAL,12
MAHMUDABAD (,12
MAHALAM,12
MADWARANI,12
LOHAPUR,12
MADANA PALLE,12
MACHAVARAM H,12
LUNSU  HALT,12
LADHUKA,12
MASAIPET,12
MURLIGANJ,12
MORANHAT,12
MUNIRABAD,12
KUNDANGANJ,12
MULLANPUR,12
MULKI,12
MUKTSAR,12
MUDDALINGANA,12
MOTURU,12
KUNDGOL,12
MOTH,12
KUP,12
MOLISAR,12
MEGHRAJPURA,12
MOKALSAR,12
MOHANLALGANJ,12
KURI,12
MODRAN,12
MODELGRAM,12
MISAMARI,12
MIHINPURWA,12
MIANPUR,12
METTUPALAIYA,12
LACHMIPUR HA,12
PANCHRA,12
PANPALI  PH,12
SILAUT,12
RUPAUND,12
KATHA JORI,12
SALKA ROAD,12
SALCHAPRA,12
SALAWAS,12
KATNI SOUTH,12
KAVATHE MAHA,12
SAHAWAR TOWN,12
SAHADAI BUZU,12
RUPBAS,12
KAYDI HALT,12
RUDAIN,12
KASTHA,12
KENDUKANA,12
ROBERTSON,12
RISHIKESH,12
REWRAL,12
KESHORAI PAT,12
REOTI BAHORA,12
RELANGI,12
RECHNI ROAD,12
RAVTHA ROAD,12
KHAGA,12
KATAREAH,12
SAMBHAR LAKE,12
RANITAL,12
KARJANA,12
SIKAR JN.,12
KARAMTOLLA,12
SIHO,12
SHRIRAJNAGAR,12
SHRI MAKRI N,12
SHIVANI,12
KARENGI,12
KAREPALLI JN,12
SHEDBAL,12
SEMRA,12
KARJANA GRAM,12
SANGANNAPUR,12
SAVANUR,12
SAUNSHI,12
SATULUR,12
SATHIAON,12
SASALU,12
KARUKUTTY,12
SARNA,12
SANTROAD,12
SANSARPUR,12
SANKOPARA H,12
RANIWARA,12
RANGAPURAM,12
KIRODIMALNAG,12
PATIALI,12
KHETIA,12
PINDRA ROAD,12
PILERU,12
PHIRANGIPURA,12
KHODRI,12
KHOJEWALA,12
KHONGSARA,12
PERECHERLA,12
PERALAM JN.,12
PENNADA AGRA,12
PASUPATIKOVI,12
KHATU,12
PASRAHA,12
PARSA,12
PAROR,12
PARMANANDPUR,12
PARMANAND,12
PARAIYA,12
PARADEEP,12
KIRAOLI,12
PANYAM,12
PANTNAGAR,12
PIPLODA BAGL,12
PIRO,12
RAMPURA BERI,12
PUNSIA H,12
RAMANNAPET,12
RAJHAURA,12
RAJENDRA PUL,12
RAIGANJ,12
RAIBHA,12
RAHIMABAD,12
RAHAMA,12
RAFALESHWAR,12
RADHIKAPUR,12
KHANDIKAR,12
KHANTAPARA,12
POCHARAM HAL,12
PUNNAPRA,12
PUNDI,12
PULLA,12
PRATAP BAGH,12
KHARA,12
POTKAPALLI,12
POLUR,12
POLLACHI,12
POKHARNI NAR,12
KHAT,12
JORAMOW,12
KOLLIKHUTHA,12
DHALGAON,12
DHANSU,12
BARA JAMADA,12
DR SHRI KRIS,12
INDIA PAPER,12
BARA-GOPAL,12
BARABAMBO,12
BHARATGARH,12
DOIWALA,12
BHANWAR TONK,12
BARAHAT,12
DOBBSPET,12
BARALA,12
DIVITPALLI H,12
DILAWARNAGAR,12
DIGHA BRIDGE,12
DIBRUGARH TO,12
DHUTRA,12
DHONDI HALT,12
AMBARI FALAK,12
AMARUN,12
AITHAL,12
DHAUNI,12
BARIWALA,12
DHARUADIHI,12
ISMAILPUR,12
JASWANTNAGAR,12
BHARUR HALT,12
CHANDPUR SIA,12
DUBAHA,12
HUSAINPUR,12
HOSDURGA ROA,12
CHAKMAKRAND,12
JHARRADIH,12
HUGRAJULI,12
CHALGERI,12
BHIKNUR,12
FARUKHNAGAR,12
CHAMARAJAPUR,12
BANASANDRA,12
CHAMARDIGHI,12
ETTIMADAI,12
BERAWANYA,12
CHANDOK,12
CHANDAFORT,12
DUMRI JUARA,12
BHATISUDA,12
BANMANKHI JN,12
BHATAR,12
DUMARI HALT,12
BANO,12
BANTAWALA,12
IKRAN,12
AMMAPALI,12
IMLI,12
CHEBROL,12
DHANERA,12
FAZALPUR,12
BHAIRANAYAKA,12
JAKHLAUN,12
CHIKODI ROAD,12
DANDUPUR,12
CHILHIA,12
DAMAN JODI,12
CHIMALPAHAD,12
JAKOLARI,12
CHINNASALEM,12
ALIGANJ,12
CHINNNABABU,12
JALALABAD,12
CHINPAI,12
D.A.V. COLLE,12
CHIT BARAGAO,12
JALOR,12
BETNOTI PH,12
BETHAMPURDI,12
CINTALPALLI,12
BELSIRI,12
ALAMPUR,12
CHURK,12
BELURMATH,12
CHUDA,12
CHOVVARA,12
JAMALPUR SHA,12
DANGARWA,12
CHIKASANA,12
CHIHERU,12
JAITHARI,12
BARUNA,12
BHAGWANPUR D,12
DEVARGUDDA,12
BARWALA,12
DEPALSAR,12
DEOGHAR,12
DEKARGAON,12
BASHARATGANJ,12
JAGUDAN,12
AJITWAL,12
BASUDEBPUR H,12
BHAGA JN,12
ALWAR TIRUNA,12
CHHINA,12
AKALKOT ROAD,12
BHADRACHALAM,12
BASUDEOPUR C,12
DARYAOGANJ,12
DARAULI,12
CHHIPADOHAR,12
DARASURAM,12
BATHINDA CAN,12
CHIANKI,12
DANIYAWAN BA,12
FATEHPUR-SIK,12
DUNDI,12
BHIMGARA JN.,12
GAUSHALA F,12
GORAYA,12
BIJNOR,12
BOJAWAS HALT,12
BABRALA,12
GOLDEENGANJ,12
BOLSA,12
GOKAK ROAD,12
BAGDOGRA,12
BONA KALU,12
BONIDANGA,12
ARAVALLI,12
BAGHAULI,12
GILL,12
GIDARPINDI,12
CHAK SIKANDA,12
BICHPURI,12
HATTA ROAD,12
BICHIA,12
BAHANAGA BAZ,12
GHUTKU,12
BAIJNATH PAP,12
BHUPADEOPUR,12
JHUSI,12
BMY G CABIN,12
GOVINDGARH K,12
GRAM KHARIKA,12
JOGIARA,12
HANDIA KHAS,12
ASAFPUR,12
BIRAMDIH,12
ASALODA,12
ASHAPURA GOM,12
BIRLANAGAR,12
HANWANT,12
HALDAUR,12
BIRSOAL,12
ABHANPUR JN.,12
ASHOKAPURAM,12
BMY C CABIN,12
ASIFABAD ROA,12
GURU HARSAHA,12
GURHA KEMLA,12
ATTUR,12
GULEDAGUDDA,12
BILASPUR ROA,12
BIKRAM GANJ,12
AWATARNAGAR,12
AYYAMPET,12
GUDGERI,12
GEVRA-ROAD,12
HATPURAINI H,12
ANGAR GHAT,12
ADHARTAL,12
GARHNOKHA,12
GANDHIPURAM,12
HIMMATANA,12
JHULASAN,12
BALGONA,12
BULANDSHAHR,12
GARAHANI,12
BULLUANA,12
ANJAR,12
GANNAVARAM,12
JHAWAR HALT,12
BALPUR,12
GANGAGANJ,12
BHOJO,12
BALLE-DA-PIR,12
GAJJELAKONDA,12
ANKOLA,12
BHIND,12
GAJAPATI NAG,12
FIROZPUR CIT,12
HONNAVALLI R,12
GATRA HALT,12
CHACHER,12
HIRENANDURU,12
GARRA,12
BALAGHAT JN.,12
NISOI,11
MANJURI ROAD,11
GANGAGHAT,11
NOBANDA PH,11
KITA,11
BAYTU,11
NURMAHAL,11
HAMIRATTI PH,11
BAZIDA JATAN,11
GANESHGANJ,11
GUNDRATIMADU,11
NUDURUPADU,11
BANDAKPUR,11
NIYAZIPUR HA,11
HAKIMPUR,11
KORAI HALT,11
MANDI DABWAL,11
KOHAND HALT,11
UTTUKULI,11
SUBARNAMRIGI,11
MANANI,11
VAIBHAVWADI,11
BELBONI PH,11
BELIATOR PH,11
COOPERS HALT,11
SAVALYAPURAM,11
DUMKA,11
KARAILA ROAD,11
MAHUVA,11
NERGUNDI JN.,11
KHETA SARAI,11
SIGADAM,11
DHANOLI,11
MISHRAULI,11
GARIVIDI,11
DHAPARA DHAM,11
BAHJOI,11
UNGUTURU,11
MAHADANAPURA,11
AMIN,11
BARI BRAHMAN,11
GHAGWAL,11
BARGAWAN,11
MAHBUB NAGAR,11
MONGHYR,11
DIGARU,11
VAREDIA,11
NAMAKKAL,11
LODIPUR BISH,11
MEDAPADU,11
DUDWINDI,11
NEMA HALT,11
GOVINDPUR PH,11
TIPPAPUR HAL,11
MAI HALT,11
BABARPUR,11
SONAMUKHI PH,11
GOSAINGRAM,11
KARIM NAGAR,11
MAKRONIA,11
KHANNA BANJA,11
LALPUR JAM,11
LANKALAKODER,11
JAHANABAD  C,11
GOKARNA ROAD,11
NAVAPUR,11
MILAVITTAN,11
CHORVAD,11
BINDKI ROAD,11
SANCHI,11
SAMBHUPURA,11
BILGA,11
BIKNAPH,11
BRINDABANPUR,11
KAFURPUR,11
RAIPUR HARYA,11
RAMNATHPUR,11
SANGARIYA,11
BHAINI KHURD,11
RAJAPUR ROAD,11
SAMALPATTI,11
SARAGAON ROA,11
PETTAIVAYTAL,11
PALAPPURAM H,11
SAKHPUR,11
SALWA,11
PALLEVADA,11
PENUMARRU HA,11
BHITONI,11
CHHABRAGUGOR,11
CHAMUNDA MAR,11
CHITYALA,11
BIKKAVOLU,11
PACHOR ROAD,11
KAILSA,11
BIRARAJPUR,11
CHITTERI,11
SANAND,11
SAMLOTI,11
RAJULA ROAD,11
TALALA JN,10
TALLI SAIDA,10
MAKRANDPUR,10
PUTALAPATTU,10
TALMADLA,10
TALAIYUTHU,10
RORANWALA,10
BUDDIREDDIPP,10
TALAKHAJURI,10
PUSAULI,10
MAKARPURA,10
GARUDABILLI,10
MAJHAIRAN HI,10
BHOWRA BH,10
BRAR SQUARE,10
BRUNDAMAL,10
MAHESHA MUND,10
MAHTHA BAZAR,10
ROMPALLE PH,10
TARSAI,10
GHORASAHAN,10
GHOGRAPAR,10
GHAZIPUR GHA,10
MADUKARAI,10
BHURKUNDA,10
RADHANPUR,10
BAIKUNTHPUR,10
MAGUDANCHAVA,10
RADHAGAON,10
MAHADEO KHED,10
MAHADEVA  BU,10
TAPANG,10
MAHANANDA BR,10
TANGRA,10
MAHARAJGANJ,10
BAJPATTI,10
BRAHMANA GUD,10
BRAHMANPALLI,10
GAZULAPALLI,10
GAZOLE,10
MAKUM JN.,10
TANDAVAPURA,10
MAHESRA,10
TAMKUHI ROAD,10
PURANPUR,10
CHODIALA,10
MALA,10
BAMLA,10
GANDHIGRAM,10
SURAREDDIPAL,10
GAJUWALA HAL,10
MANDALGARH,10
MANDASA ROAD,10
SABIRA,10
CAUVERY,10
CHABUA,10
CHAK BANWALA,10
MANDIDEEP,10
MANDRAK,10
POKLA,10
SULEBHAVI,10
PURANDARPUR,10
SULDHAL,10
SULAH HIMACH,10
CHAK PAKHEWA,10
FEROZESHAH,10
CHAKDAYALA,10
CHAKKALI LAI,10
SADULSHAHAR,10
SUJATAPURAM,10
SUJANPUR,10
SAFDARGANJ,10
FATEHGARH SA,10
BHILAVDI,10
SABDALPUR JN,10
POTLAPADU,10
BYADARA HALL,10
RUPSIBARI,10
MALAHAR,10
TAKAZHI,10
MALAKHERA,10
BHOPATPUR,10
MADARIHAT,10
BALIAKHERI,10
RUKMAPUR,10
TAHSIL FATEH,10
PUNCH PIPLIA,10
MALDA COURT,10
BUNIYADPUR,10
RUNNIASAIDPU,10
TADLAPUSAPAL,10
RUPAMAU,10
BALIPARA,10
GANI DHAM HA,10
BHIWANI CITY,10
BALLEKERE,10
GANGAJHARI,10
MALLAPUR,10
BUTARI,10
SWAMI NARAYA,10
MALLIYAM,10
BUTEWALA,10
MALSIAN SHAH,10
TAJPUR DEHMA,10
RAHATWAS,10
BAHMNIWALA,10
TIRUTTANGAL,10
BISHRAMPUR,10
KULIKARAI,10
GUNERU BAMOR,10
RAMKOLA,10
GUNDLAKAMMA,10
BISRA,10
GUMTHAL,10
KUMARGANJ,10
TIRUVIDAIMAR,10
GUMIA,10
GUMADA,10
AURANG NAGAR,10
BISSAM  CUTT,10
RAM CHAURA R,10
GULARBHOJ,10
KUNDARA EAST,10
BISWAN,10
KUNERU,10
GUJHANDI,10
KUNURI,10
TIRUNAGESVAR,10
KURGUNTA,10
RAMAPURAM,10
RAMAN,10
KURRAIYA,10
RAMAGIRI,10
TODARPUR,10
GURLA,10
KUDNI,10
TOLAHUNSE,10
KONDAGUNTA,10
BINDUKURI,10
RANJANI,10
HANAKERE,10
RAOTI,10
HAMIRA,10
KORADACHERI,10
RASIPURAM,10
HAMILTONGANJ,10
KOREGAON,10
HALDIBARI,10
HALDIA BIHAR,10
RATANPURA,10
RATIKHEDA,10
BILWAI,10
BISALPUR,10
KOTHGANGAD,10
BISHNATH GAN,10
HAGARI,10
KOTTAPALLI H,10
TRIKARPUR,10
KRISHAN JANM,10
KRISHNA BALL,10
KRISHNA MAKO,10
RAMNAGAR(J-K,10
GOVINDPUR RO,10
BMY D CABIN,10
MADAR JN,10
BAHAI HALT,10
BAGEWADI H,10
BORDHAI,10
THAKURTOLA P,10
BAGHOIKUSA,10
THAKURKUCHI,10
THAKURBARI,10
LODI COLONY,10
GODAMGURA,10
LOISINGHA,10
LOK VIDYAPIT,10
GIRDIH,10
LONAND,10
LOTHAL BHURK,10
RAYANAPADU,10
BORDI,10
RAIGIR  HALT,10
TELAPROLU,10
BORDOLANI,10
TELAM,10
MANNANUR,10
RAGHUNATHPAL,10
RAGHAVAPURAM,10
LUSA,10
MABAN,10
TATIBAHAR,10
BOTAD JN (MG,10
GOGAMUKH,10
GOGI POTHIA,10
RAISI,10
BOMMASAMUDRA,10
GORPHAR,10
LAHLI,10
LAJPAT NAGAR,10
BODHADI BUJR,10
RAJGHAT NARO,10
LAKHANWARA,10
LAKKITI,10
LAKODARA,10
LALAPET,10
BADAMPUDI,10
TIKANI,10
BIJAURIA,10
BADARWAS,10
LANDAURA,10
BADDOWAL,10
RAJAPALAYAM,10
LAPANGA,10
GOLABAI,10
THEH QALANDA,10
LATHIDAD,10
REOTI,10
BIGHAPUR,10
THANESAR CIT,10
GOHPUR,10
LEHRA F,10
MANKARAI,10
CHAMRAJANAGA,10
PIPAR ROAD J,10
NAWABGANJ(GO,10
SHIU SAGAR R,10
DEO ROAD,10
DELHI INDRAP,10
NARSIPURAM,10
PARAKANHATTI,10
PARADGAON HA,10
SHIMLA,10
DAUSNI,10
SHELGAON HAL,10
BHAGIRATHPUR,10
PANRUTI,10
BASSI PATHAN,10
PANPANA PH,10
SHAHI,10
NAWAGAON,10
SANKARANKOVI,10
SANTAMGALUR,10
BHADLI,10
PANDU PINDAR,10
NAWEGAON,10
DAROJI,10
BASUGAON,10
SHAMSABAD,10
NAYATOLA,10
CHHINWARA JN,10
CHHIT MAKAND,10
SANJHA H,10
BASAI,10
NARAYANAPPAV,10
NARASINGAPAL,10
SANEH ROAD,10
NAGRAKATA,10
BAROG,10
BARPATHAR,10
BHAIRONGARH,10
DHANDHUKA,10
NAIKOT F,10
PARLI,10
SIDULI (FLAG,10
NAKSALBARI,10
SIDDAMPALLI,10
SIBSAGAR TOW,10
KOMATIPALLI,10
NAMRUP,10
NAMTIALI,10
DEVARKADRE,10
PARBATI,10
BARWA KALAN,10
DESUR,10
BARWA SAGAR,10
NARAIKKINAR,10
NARAINA,10
NARAINA VIHA,10
CHEPPAD,10
PARASIA,10
CHHULHA,10
DAPPER,10
SUGAPAHARI H,10
NOAMUNDI,10
NIHASTA HALT,10
BELANDUR ROA,10
BEVINAHALU,10
SARDARNAGAR,10
DAGRU,10
NIMODA,10
NIRA,10
D.A.V.COLLEG,10
CHIRAILLA PA,10
SARKHEJ,10
CHIRMIRI,10
SARLA,10
PAGARA,10
SHAHGARH,10
NOAPARA MAHI,10
PADRAUNA,10
SAROJINI NAG,10
SARWARI,10
OSIYAN,10
NORTH LAKHIM,10
SATUNA,10
ORR,10
SASON,10
OODLABARI,10
OMALUR,10
CHOUTH-KA-BA,10
NIGOHI,10
NIGAURA,10
DALELNAGAR,10
SEHRAMAU,10
PANCHGRAM,10
SHAHDORAGAON,10
SHAHBAZNAGAR,10
PAMBAN,10
NER HALT,10
PAMBAKOVIL S,10
SHAHBAZ KULI,10
SAONGI,10
BAVLA,10
BAWAL,10
PALLIPPURAM,10
NEW AMRAVATI,10
SARAI,10
DANDKHORA,10
DANDHERA,10
PALITANA,10
SEWA NAGAR,10
SARAI KANSRA,10
CHINGAVANAM,10
SARBAHARA,10
NEW MAYNAGUR,10
SARDAR PATEL,10
BEGUNKODAR,10
BEHTAGOKAL,10
SEMER KHEDI,10
CHEEKATEEGAL,10
CHAVAJ (BLOC,10
NAGARI,10
BANTHRA,10
PEYANAPALLI,10
DULIAJAN,10
SONA ARJUNPU,10
MERAMANDOLI,10
BANTANAHAL,10
CHANDI MANDI,10
SOMIDEVI PAL,10
PERUGAMANI,10
BHARWARI,10
PERGAON,10
SOLARI,10
DUDHIA KHURD,10
SAKTESGARH,10
SILAPATHAR,10
DUDAHI,10
MILAK,10
MILANGARH,10
PEOKOL  HALT,10
PENDEKALLU,10
PEMBARTI,10
MIRANPUR KAT,10
DONKINAVALAS,10
PEHOWA ROAD,10
CHANDUR BAZA,10
SALAKATI,10
PEDDAMPET,10
MEENAPUR,10
BHATIA,10
SAITHAL (HAL,10
CHANDANATTOP,10
MANWAL,10
MANYAM KONDA,10
PILODA,10
MARAHRA,10
PILIGHAT,10
SUCHAN KOTLI,10
CHAMPANER RO,10
SATAR HALT,10
PILAMEDU,10
SRIVILLIPUTT,10
SRIVENKATESW,10
SRIPUR HALT,10
MARWAR MUNDW,10
