Train_No,Route,Journey_Duration
11011,LOKMANYA TIL to NANDED,16 hours 40 minutes
57549,HYDERABAD DE to AURANGABAD,16 hours 40 minutes
22838,ERNAKULAM. J to HATIA,16 hours 40 minutes
2834,SANTRAGACHI to RAJKOT,16 hours 40 minutes
14709,BIKANER JN. to PURI,16 hours 40 minutes
22981,KOTA to SHRI GANGANA,16 hours 40 minutes
15006,DEHRA DUN to GORAKHPUR JN,16 hours 40 minutes
22902,UDAIPUR CITY to BANDRA TERMI,16 hours 40 minutes
14673,JAYNAGAR to AMRITSAR JN.,16 hours 40 minutes
22837,HATIA to ERNAKULAM. J,16 hours 40 minutes
13021,HOWRAH JN. to RAXAUL JN.,16 hours 40 minutes
12346,GUWAHATI to HOWRAH JN.,16 hours 40 minutes
16590,CHHATRAPATI to KRANTIVIRA S,16 hours 40 minutes
12624,TRIVANDRUM C to CHENNAI CENT,16 hours 40 minutes
17002,SECUNDERABAD to SAI NAGAR SH,16 hours 38 minutes
11205,LOKMANYA TIL to NIZAMABAD,16 hours 35 minutes
14724,BHIWANI JN. to KANPUR CENTR,16 hours 35 minutes
19712,BHOPAL to JAIPUR JN.,16 hours 35 minutes
58528,VISAKHAPATNA to RAIPUR JN.,16 hours 35 minutes
12466,JODHPUR JN. to INDORE BG,16 hours 35 minutes
59821,KOTA to BHIND,16 hours 35 minutes
18573,VISAKHAPATNA to BHAGAT-KI-KO,16 hours 35 minutes
12910,HAZRAT NIZAM to BANDRA TERMI,16 hours 35 minutes
12240,JAIPUR JN. to MUMBAI CENTR,16 hours 30 minutes
12258,KOCHUVELI to YESVANTPUR J,16 hours 30 minutes
18009,SANTRAGACHI to AJMER JN.,16 hours 30 minutes
17652,KACHEGUDA to CHENGALPATTU,16 hours 30 minutes
17318,LOKMANYA TIL to HUBLI JN.,16 hours 30 minutes
15203,BARAUNI JN. to LUCKNOW JN.,16 hours 30 minutes
22992,VERAVAL to BANDRA TERMI,16 hours 30 minutes
15667,GANDHIDHAM J to KAMAKHYA JN,16 hours 30 minutes
12188,CST-MUMBAI to JABALPUR,16 hours 30 minutes
6050,QUILON to CHENNAI EGMO,16 hours 30 minutes
18605,RANCHI to JAYNAGAR,16 hours 30 minutes
16589,KRANTIVIRA S to CHHATRAPATI,16 hours 25 minutes
13163,SEALDAH to SAHARSA JN.,16 hours 25 minutes
13169,SEALDAH to SAHARSA JN.,16 hours 25 minutes
16106,TIRUCHENDUR to CHENNAI EGMO,16 hours 25 minutes
22637,CHENNAI CENT to MANGALORE CE,16 hours 25 minutes
17032,HYDERABAD DE to CST-MUMBAI,16 hours 25 minutes
12628,NEW DELHI to KRANTIVIRA S,16 hours 25 minutes
16332,TRIVANDRUM C to CST-MUMBAI,16 hours 25 minutes
22409,GAYA JN. to ANAND VIHAR,16 hours 20 minutes
12916,DELHI JN. to AHMEDABAD,16 hours 20 minutes
13425,MALDA TOWN to SURAT,16 hours 20 minutes
22638,MANGALORE CE to CHENNAI CENT,16 hours 20 minutes
17651,CHENGALPATTU to KACHEGUDA,16 hours 20 minutes
22445,KANPUR CENTR to AMRITSAR JN.,16 hours 15 minutes
12854,BHOPAL to DURG,16 hours 15 minutes
16105,CHENNAI EGMO to TIRUCHENDUR,16 hours 15 minutes
14717,BIKANER JN. to HARIDWAR JN,16 hours 15 minutes
22446,AMRITSAR JN. to KANPUR CENTR,16 hours 15 minutes
15559,DARBHANGA JN to AHMEDABAD,16 hours 15 minutes
14723,KANPUR CENTR to BHIWANI JN.,16 hours 15 minutes
14610,SHRI MATA VA to RISHIKESH,16 hours 15 minutes
12465,INDORE BG to JODHPUR JN.,16 hours 15 minutes
57306,GUNTUR JN. to KACHEGUDA,16 hours 15 minutes
59441,MUMBAI CENTR to AHMEDABAD,16 hours 15 minutes
59356,MATHURA JN. to RATLAM JN,16 hours 15 minutes
12918,HAZRAT NIZAM to AHMEDABAD,16 hours 15 minutes
19055,VALSAD to JODHPUR JN.,16 hours 15 minutes
6042,QUILON to CHENNAI CENT,16 hours 15 minutes
14257,VARANASI JN. to NEW DELHI,16 hours 15 minutes
12602,MANGALORE CE to CHENNAI CENT,16 hours 15 minutes
22982,SHRI GANGANA to KOTA,16 hours 10 minutes
12105,CST-MUMBAI to GONDIA JN.,16 hours 10 minutes
12619,LOKMANYA TIL to MANGALORE CE,16 hours 10 minutes
6047,CHENNAI CENT to QUILON,16 hours 10 minutes
12106,GONDIA JN. to CST-MUMBAI,16 hours 10 minutes
12853,DURG to BHOPAL,16 hours 10 minutes
12695,CHENNAI CENT to TRIVANDRUM C,16 hours 10 minutes
19614,AMRITSAR JN. to AJMER JN.,16 hours 10 minutes
15716,AJMER JN. to KISHANGANJ,16 hours 10 minutes
59386,CHHINWARA JN to INDORE BG,16 hours 10 minutes
58132,PURI to ROURKELA,16 hours 0 minutes
17641,KACHEGUDA to NARKHER,16 hours 0 minutes
12620,MANGALORE CE to LOKMANYA TIL,16 hours 0 minutes
12623,CHENNAI CENT to TRIVANDRUM C,16 hours 0 minutes
6043,CHENNAI CENT to QUILON,16 hours 0 minutes
22531,CHHAPRA JN. to MATHURA JN.,16 hours 0 minutes
14801,JODHPUR JN. to INDORE BG,16 hours 0 minutes
58002,PURI to SANTRAGACHI,16 hours 0 minutes
22994,MAHUVA to BANDRA TERMI,16 hours 0 minutes
82635,CHENNAI CENT to QUILON,16 hours 0 minutes
14615,LALKUA JN. to AMRITSAR JN.,16 hours 0 minutes
17204,KAKINADA POR to BHAVNAGAR TE,16 hours 0 minutes
19115,DADAR to NEW BHUJ,16 hours 0 minutes
59548,OKHA to AHMEDABAD,16 hours 0 minutes
12333,HOWRAH JN. to ALLAHABAD CI,16 hours 0 minutes
12257,YESVANTPUR J to KOCHUVELI,16 hours 0 minutes
15011,LUCKNOW JN. to CHANDIGARH,16 hours 0 minutes
59442,AHMEDABAD to MUMBAI CENTR,15 hours 55 minutes
16605,MANGALORE CE to NAGERCOIL JN,15 hours 55 minutes
17324,VARANASI JN. to HUBLI JN.,15 hours 55 minutes
22124,AJNI to PUNE JN.,15 hours 55 minutes
57478,RAYA DRUG to TIRUPATI,15 hours 55 minutes
16650,NAGERCOIL JN to MANGALORE CE,15 hours 55 minutes
9005,MUMBAI CENTR to NEW DELHI,15 hours 55 minutes
12334,ALLAHABAD CI to HOWRAH JN.,15 hours 50 minutes
17001,SAI NAGAR SH to SECUNDERABAD,15 hours 50 minutes
12424,NEW DELHI to DIBRUGARH TO,15 hours 50 minutes
12952,NEW DELHI to MUMBAI CENTR,15 hours 50 minutes
15268,LOKMANYA TIL to RAXAUL JN.,15 hours 50 minutes
18502,GANDHIDHAM J to VISAKHAPATNA,15 hours 50 minutes
22991,BANDRA TERMI to VERAVAL,15 hours 50 minutes
16316,KOCHUVELI to KRANTIVIRA S,15 hours 50 minutes
16352,NAGERCOIL JN to CST-MUMBAI,15 hours 50 minutes
16515,YESVANTPUR J to KAWR,15 hours 50 minutes
17320,SECUNDERABAD to HUBLI JN.,15 hours 50 minutes
59440,AHMEDABAD to MUMBAI CENTR,15 hours 50 minutes
6049,CHENNAI EGMO to QUILON,15 hours 5 minutes
59831,VADODARA JN. to KOTA,15 hours 5 minutes
12398,NEW DELHI to GAYA JN.,15 hours 5 minutes
57516,NANDED to DAUND JN.,15 hours 5 minutes
18518,VISAKHAPATNA to KORBA,15 hours 5 minutes
19037,BANDRA TERMI to GORAKHPUR JN,15 hours 5 minutes
13136,JAYNAGAR to KOLKATA,15 hours 5 minutes
22873,DIGHA FS to VISAKHAPATNA,15 hours 5 minutes
7044,TIRUPATI to VISAKHAPATNA,15 hours 5 minutes
18452,PURI to HATIA,15 hours 5 minutes
17310,VASCO-DA-GAM to YESVANTPUR J,15 hours 5 minutes
13185,SEALDAH to JAYNAGAR,15 hours 5 minutes
6006,ERNAKULAM. J to CHENNAI CENT,15 hours 5 minutes
22955,BANDRA TERMI to NEW BHUJ,15 hours 5 minutes
13122,GHAZIPUR CIT to KOLKATA,15 hours 5 minutes
19218,JAMNAGAR to BANDRA TERMI,15 hours 45 minutes
15722,NEW JALPAIGU to DIGHA FS,15 hours 45 minutes
12113,PUNE JN. to NAGPUR JN.(C,15 hours 45 minutes
58530,VISAKHAPATNA to DURG,15 hours 45 minutes
22993,BANDRA TERMI to MAHUVA,15 hours 45 minutes
13044,RAXAUL JN. to HOWRAH JN.,15 hours 45 minutes
17642,NARKHER to KACHEGUDA,15 hours 45 minutes
59439,MUMBAI CENTR to AHMEDABAD,15 hours 45 minutes
7007,SECUNDERABAD to DARBHANGA JN,15 hours 45 minutes
22990,MAHUVA to BANDRA TERMI,15 hours 45 minutes
12135,PUNE JN. to NAGPUR JN.(C,15 hours 45 minutes
57273,HUBLI JN. to TIRUPATI,15 hours 45 minutes
17226,HUBLI JN. to VIJAYWADA JN,15 hours 45 minutes
12977,ERNAKULAM. J to THIVIM,15 hours 43 minutes
19217,BANDRA TERMI to JAMNAGAR,15 hours 40 minutes
18622,HATIA to PATNA JN.,15 hours 40 minutes
20816,VISAKHAPATNA to TATANAGAR JN,15 hours 40 minutes
13149,SEALDAH to ALIPUR DUAR,15 hours 40 minutes
16518,KANNUR to KRANTIVIRA S,15 hours 40 minutes
54461,BANDIKUI JN. to BAREILLY JN.,15 hours 40 minutes
12686,MANGALORE CE to CHENNAI CENT,15 hours 40 minutes
16592,MYSORE JN. to HUBLI JN.,15 hours 40 minutes
51827,ITARSI to JHANSI JN,15 hours 40 minutes
12915,AHMEDABAD to DELHI JN.,15 hours 40 minutes
15668,KAMAKHYA JN to GANDHIDHAM J,15 hours 40 minutes
18047,HOWRAH JN. to VASCO-DA-GAM,15 hours 35 minutes
16862,KANNIYAKUMAR to PONDICHERRY,15 hours 35 minutes
19056,JODHPUR JN. to VALSAD,15 hours 35 minutes
22951,BANDRA TERMI to GANDHIDHAM J,15 hours 35 minutes
22952,GANDHIDHAM J to BANDRA TERMI,15 hours 35 minutes
14718,HARIDWAR JN to BIKANER JN.,15 hours 35 minutes
22989,BANDRA TERMI to MAHUVA,15 hours 35 minutes
59822,BHIND to KOTA,15 hours 35 minutes
18610,LOKMANYA TIL to RANCHI,15 hours 35 minutes
11076,BIDAR to LOKMANYA TIL,15 hours 35 minutes
12951,MUMBAI CENTR to NEW DELHI,15 hours 35 minutes
51433,NIZAMABAD to PANDHARPUR,15 hours 35 minutes
16733,RAMESWARAM to OKHA,15 hours 35 minutes
17225,VIJAYWADA JN to HUBLI JN.,15 hours 35 minutes
22874,VISAKHAPATNA to DIGHA FS,15 hours 35 minutes
17317,HUBLI JN. to LOKMANYA TIL,15 hours 30 minutes
12371,HOWRAH JN. to JAISALMER,15 hours 30 minutes
22677,YESVANTPUR J to KOCHUVELI,15 hours 30 minutes
59385,INDORE BG to CHHINWARA JN,15 hours 30 minutes
17309,YESVANTPUR J to VASCO-DA-GAM,15 hours 30 minutes
20815,TATANAGAR JN to VISAKHAPATNA,15 hours 30 minutes
16861,PONDICHERRY to KANNIYAKUMAR,15 hours 30 minutes
16629,TRIVANDRUM C to MANGALORE CE,15 hours 30 minutes
15715,KISHANGANJ to AJMER JN.,15 hours 30 minutes
12780,HAZRAT NIZAM to VASCO-DA-GAM,15 hours 30 minutes
7604,KRISHNA RAJA to KACHEGUDA,15 hours 30 minutes
57550,AURANGABAD to HYDERABAD DE,15 hours 30 minutes
58131,ROURKELA to PURI,15 hours 30 minutes
16232,MYSORE JN. to MAYILADUTURA,15 hours 30 minutes
18048,VASCO-DA-GAM to HOWRAH JN.,15 hours 30 minutes
54378,BAREILLY JN. to PRAYAG JN.,15 hours 30 minutes
22428,ANAND VIHAR to BALLIA,15 hours 30 minutes
59207,BHAVNAGAR TE to OKHA,15 hours 30 minutes
17614,NANDED to PANVEL,15 hours 30 minutes
16649,MANGALORE CE to NAGERCOIL JN,15 hours 30 minutes
14710,PURI to BIKANER JN.,15 hours 30 minutes
58001,HOWRAH JN. to PURI,15 hours 25 minutes
12548,AHMEDABAD to AGRA  FORT,15 hours 25 minutes
12208,JAMMU TAWI to KATHGODAM,15 hours 25 minutes
12547,AGRA  FORT to AHMEDABAD,15 hours 25 minutes
59832,KOTA to VADODARA JN.,15 hours 25 minutes
13023,HOWRAH JN. to GAYA JN.,15 hours 25 minutes
18501,VISAKHAPATNA to GANDHIDHAM J,15 hours 25 minutes
15967,RANGIYA JN. to DIBRUGARH,15 hours 25 minutes
16093,CHENNAI CENT to LUCKNOW JN.,15 hours 25 minutes
57130,HYDERABAD DE to BIJAPUR JN,15 hours 25 minutes
11702,INDORE BG to JABALPUR,15 hours 25 minutes
57515,DAUND JN. to NANDED,15 hours 25 minutes
22678,KOCHUVELI to YESVANTPUR J,15 hours 25 minutes
12697,CHENNAI CENT to TRIVANDRUM C,15 hours 20 minutes
11108,VARANASI JN. to GWALIOR JN,15 hours 20 minutes
11034,DARBHANGA JN to PUNE JN.,15 hours 20 minutes
8574,TIRUPATI to VISAKHAPATNA,15 hours 20 minutes
17488,VISAKHAPATNA to TIRUPATI,15 hours 20 minutes
12239,MUMBAI CENTR to JAIPUR JN.,15 hours 20 minutes
13024,GAYA JN. to HOWRAH JN.,15 hours 20 minutes
18451,HATIA to PURI,15 hours 20 minutes
19116,NEW BHUJ to DADAR,15 hours 20 minutes
22697,HUBLI JN. to CHENNAI CENT,15 hours 20 minutes
22698,CHENNAI CENT to HUBLI JN.,15 hours 20 minutes
12942,ASANSOL MAIN to BHAVNAGAR TE,15 hours 20 minutes
12372,JAISALMER to HOWRAH JN.,15 hours 20 minutes
56513,KARAIKAL to KRANTIVIRA S,15 hours 20 minutes
12207,KATHGODAM to JAMMU TAWI,15 hours 15 minutes
19038,GORAKHPUR JN to BANDRA TERMI,15 hours 15 minutes
15418,SILGHAT TOWN to ALIPUR DUAR,15 hours 15 minutes
56514,KRANTIVIRA S to KARAIKAL,15 hours 15 minutes
22854,VISAKHAPATNA to SHALIMAR,15 hours 15 minutes
56910,HOSPET JN. to KRANTIVIRA S,15 hours 15 minutes
14236,BAREILLY JN. to VARANASI JN.,15 hours 15 minutes
58301,SAMBALPUR JN to KORAPUT JN.,15 hours 15 minutes
16331,CST-MUMBAI to TRIVANDRUM C,15 hours 10 minutes
16339,CST-MUMBAI to NAGERCOIL JN,15 hours 10 minutes
17020,HYDERABAD DE to JAIPUR JN.,15 hours 10 minutes
12114,NAGPUR JN.(C to PUNE JN.,15 hours 10 minutes
12627,KRANTIVIRA S to NEW DELHI,15 hours 10 minutes
12136,NAGPUR JN.(C to PUNE JN.,15 hours 10 minutes
12779,VASCO-DA-GAM to HAZRAT NIZAM,15 hours 10 minutes
14034,SHRI MATA VA to DELHI JN.,15 hours 10 minutes
57274,TIRUPATI to HUBLI JN.,15 hours 10 minutes
22956,NEW BHUJ to BANDRA TERMI,15 hours 10 minutes
22433,GHAZIPUR CIT to ANAND VIHAR,15 hours 10 minutes
12139,CST-MUMBAI to NAGPUR JN.(C,15 hours 10 minutes
12389,GAYA JN. to CHENNAI EGMO,15 hours 0 minutes
15622,ANAND VIHAR to KAMAKHYA JN,15 hours 0 minutes
55713,NEW JALPAIGU to RANGIYA JN.,15 hours 0 minutes
14116,HARIDWAR JN to ALLAHABAD JN,15 hours 0 minutes
12423,DIBRUGARH TO to NEW DELHI,15 hours 0 minutes
16516,KAWR to YESVANTPUR J,15 hours 0 minutes
58302,KORAPUT JN. to SAMBALPUR JN,15 hours 0 minutes
16606,NAGERCOIL JN to MANGALORE CE,15 hours 0 minutes
1442,DELHI-SAFDAR to KHADKI,15 hours 0 minutes
17487,TIRUPATI to VISAKHAPATNA,15 hours 0 minutes
12140,NAGPUR JN.(C to CST-MUMBAI,15 hours 0 minutes
18609,RANCHI to LOKMANYA TIL,15 hours 0 minutes
18517,KORBA to VISAKHAPATNA,15 hours 0 minutes
59705,SURATGARH JN to JAIPUR JN.,15 hours 0 minutes
63553,ASANSOL MAIN to VARANASI JN.,14 hours 55 minutes
16630,MANGALORE CE to TRIVANDRUM C,14 hours 55 minutes
13403,RANCHI to BHAGALPUR,14 hours 55 minutes
14033,DELHI JN. to SHRI MATA VA,14 hours 55 minutes
16231,MAYILADUTURA to MYSORE JN.,14 hours 55 minutes
59208,OKHA to BHAVNAGAR TE,14 hours 55 minutes
17319,HUBLI JN. to SECUNDERABAD,14 hours 55 minutes
56701,PUNALUR to MADURAI JN,14 hours 55 minutes
16591,HUBLI JN. to MYSORE JN.,14 hours 55 minutes
17216,DHARMAVARAM to VIJAYWADA JN,14 hours 50 minutes
54704,JODHPUR JN. to BATHINDA JN,14 hours 50 minutes
13156,SITAMARHI to KOLKATA,14 hours 50 minutes
53050,MOKAMA JN. to HOWRAH JN.,14 hours 50 minutes
19023,MUMBAI CENTR to FIROZPUR CAN,14 hours 50 minutes
11701,JABALPUR to INDORE BG,14 hours 50 minutes
22419,GHAZIPUR CIT to ANAND VIHAR,14 hours 50 minutes
13418,MALDA TOWN to DIGHA FS,14 hours 50 minutes
12316,UDAIPUR CITY to KOLKATA,14 hours 50 minutes
22412,NEW DELHI to NAHARLAGUN,14 hours 5 minutes
22853,SHALIMAR to VISAKHAPATNA,14 hours 5 minutes
13155,KOLKATA to SITAMARHI,14 hours 5 minutes
13147,SEALDAH to NEW COOCH BE,14 hours 5 minutes
59049,VALSAD to VIRAMGAM JN,14 hours 5 minutes
12961,MUMBAI CENTR to INDORE BG,14 hours 5 minutes
14014,ANAND VIHAR to SULTANPUR JN,14 hours 5 minutes
55615,GUWAHATI to SILCHAR,14 hours 5 minutes
58117,JHARSUGUDA J to GONDIA JN.,14 hours 5 minutes
15933,DIBRUGARH to AMRITSAR JN.,14 hours 5 minutes
22411,NAHARLAGUN to NEW DELHI,14 hours 5 minutes
12972,BHAVNAGAR TE to BANDRA TERMI,14 hours 5 minutes
22136,REWA to NAGPUR JN.(C,14 hours 5 minutes
14609,RISHIKESH to SHRI MATA VA,14 hours 5 minutes
22935,BANDRA TERMI to PALITANA,14 hours 5 minutes
22964,BHAVNAGAR TE to BANDRA TERMI,14 hours 5 minutes
15057,GORAKHPUR JN to ANAND VIHAR,14 hours 5 minutes
15968,DIBRUGARH to RANGIYA JN.,14 hours 45 minutes
22420,ANAND VIHAR to GHAZIPUR CIT,14 hours 45 minutes
21126,BHIND to INDORE BG,14 hours 45 minutes
22407,VARANASI JN. to ANAND VIHAR,14 hours 45 minutes
13020,KATHGODAM to HOWRAH JN.,14 hours 45 minutes
54462,BAREILLY JN. to BANDIKUI JN.,14 hours 45 minutes
4401,ANAND VIHAR to SHRI MATA VA,14 hours 40 minutes
14235,VARANASI JN. to BAREILLY JN.,14 hours 40 minutes
4735,BIKANER JN. to HARIDWAR JN,14 hours 40 minutes
16517,KRANTIVIRA S to KANNUR,14 hours 40 minutes
16506,KRANTIVIRA S to GANDHIDHAM J,14 hours 40 minutes
16344,MADURAI JN to TRIVANDRUM C,14 hours 40 minutes
12390,CHENNAI EGMO to GAYA JN.,14 hours 40 minutes
16343,TRIVANDRUM C to MADURAI JN,14 hours 40 minutes
18621,PATNA JN. to HATIA,14 hours 40 minutes
12225,AZAMGARH to DELHI JN.,14 hours 40 minutes
22410,ANAND VIHAR to GAYA JN.,14 hours 40 minutes
22427,BALLIA to ANAND VIHAR,14 hours 40 minutes
11022,TIRUNELVELI to DADAR,14 hours 40 minutes
12133,CST-MUMBAI to MANGALORE JN,14 hours 38 minutes
17235,KRANTIVIRA S to NAGERCOIL JN,14 hours 35 minutes
12456,BIKANER JN. to DELHI-SARAI,14 hours 35 minutes
12427,REWA to ANAND VIHAR,14 hours 35 minutes
19024,FIROZPUR CAN to MUMBAI CENTR,14 hours 35 minutes
15067,GORAKHPUR JN to BANDRA TERMI,14 hours 35 minutes
11062,DARBHANGA JN to LOKMANYA TIL,14 hours 35 minutes
22801,VISAKHAPATNA to CHENNAI CENT,14 hours 35 minutes
18211,DURG to JAGADALPUR,14 hours 30 minutes
12416,DELHI-SARAI to INDORE BG,14 hours 30 minutes
16187,KARAIKAL to ERNAKULAM. J,14 hours 30 minutes
14616,AMRITSAR JN. to LALKUA JN.,14 hours 30 minutes
12134,MANGALORE JN to CST-MUMBAI,14 hours 30 minutes
11206,NIZAMABAD to LOKMANYA TIL,14 hours 30 minutes
13417,DIGHA FS to MALDA TOWN,14 hours 30 minutes
58114,BILASPUR JN. to TATANAGAR JN,14 hours 30 minutes
22182,HAZRAT NIZAM to JABALPUR,14 hours 30 minutes
12732,SECUNDERABAD to TIRUPATI,14 hours 30 minutes
11033,PUNE JN. to DARBHANGA JN,14 hours 30 minutes
54377,PRAYAG JN. to BAREILLY JN.,14 hours 30 minutes
8573,VISAKHAPATNA to TIRUPATI,14 hours 30 minutes
22208,TRIVANDRUM C to CHENNAI CENT,14 hours 30 minutes
15927,RANGIYA JN. to NEW TINSUKIA,14 hours 30 minutes
17014,HYDERABAD DE to PUNE JN.,14 hours 30 minutes
12455,DELHI-SARAI to BIKANER JN.,14 hours 30 minutes
16347,TRIVANDRUM C to MANGALORE CE,14 hours 25 minutes
16348,MANGALORE CE to TRIVANDRUM C,14 hours 25 minutes
12708,HAZRAT NIZAM to TIRUPATI,14 hours 25 minutes
12731,TIRUPATI to SECUNDERABAD,14 hours 25 minutes
13121,KOLKATA to GHAZIPUR CIT,14 hours 25 minutes
13119,SEALDAH to ANAND VIHAR,14 hours 25 minutes
15659,SEALDAH to AGARTALA,14 hours 25 minutes
22878,ERNAKULAM. J to HOWRAH JN.,14 hours 25 minutes
13132,PATNA JN. to KOLKATA,14 hours 20 minutes
22434,ANAND VIHAR to GHAZIPUR CIT,14 hours 20 minutes
4409,DELHI JN. to SHRI MATA VA,14 hours 20 minutes
12831,BOKARO STEEL to BHUBANESWAR,14 hours 20 minutes
16340,NAGERCOIL JN to CST-MUMBAI,14 hours 20 minutes
18029,LOKMANYA TIL to SHALIMAR,14 hours 20 minutes
13508,GORAKHPUR JN to ASANSOL MAIN,14 hours 20 minutes
12122,HAZRAT NIZAM to JABALPUR,14 hours 20 minutes
15058,ANAND VIHAR to GORAKHPUR JN,14 hours 20 minutes
22818,MYSORE JN. to HOWRAH JN.,14 hours 20 minutes
13186,JAYNAGAR to SEALDAH,14 hours 20 minutes
22207,CHENNAI CENT to TRIVANDRUM C,14 hours 20 minutes
15054,LUCKNOW JN. to CHHAPRA JN.,14 hours 20 minutes
12701,CST-MUMBAI to HYDERABAD DE,14 hours 20 minutes
7509,ADILABAD to QUILON,14 hours 20 minutes
12226,DELHI JN. to AZAMGARH,14 hours 15 minutes
22936,PALITANA to BANDRA TERMI,14 hours 15 minutes
12393,RAJENDRANAGA to NEW DELHI,14 hours 15 minutes
12397,GAYA JN. to NEW DELHI,14 hours 15 minutes
12322,CST-MUMBAI to HOWRAH JN.,14 hours 15 minutes
17013,PUNE JN. to HYDERABAD DE,14 hours 15 minutes
16571,YESVANTPUR J to BIDAR,14 hours 15 minutes
12844,AHMEDABAD to PURI,14 hours 15 minutes
15003,KANPUR ANWAR to GORAKHPUR JN,14 hours 15 minutes
12415,INDORE BG to DELHI-SARAI,14 hours 15 minutes
11021,DADAR to TIRUNELVELI,14 hours 15 minutes
13165,KOLKATA to SITAMARHI,14 hours 15 minutes
22181,JABALPUR to HAZRAT NIZAM,14 hours 15 minutes
4402,SHRI MATA VA to ANAND VIHAR,14 hours 15 minutes
57129,BIJAPUR JN to BOLARUM,14 hours 15 minutes
54804,AHMEDABAD to JODHPUR JN.,14 hours 10 minutes
12702,HYDERABAD DE to CST-MUMBAI,14 hours 10 minutes
18216,JAMMU TAWI to DURG,14 hours 10 minutes
57136,KAZIPET JN. to AJNI,14 hours 10 minutes
19301,INDORE BG to YESVANTPUR J,14 hours 10 minutes
12394,NEW DELHI to RAJENDRANAGA,14 hours 10 minutes
12968,JAIPUR JN. to CHENNAI CENT,14 hours 10 minutes
11107,GWALIOR JN to VARANASI JN.,14 hours 10 minutes
13159,KOLKATA to JOGBANI,14 hours 10 minutes
15707,KATIHAR JN. to AMRITSAR JN.,14 hours 0 minutes
15603,GUWAHATI to LEDO,14 hours 0 minutes
2731,HYDERABAD DE to JAIPUR JN.,14 hours 0 minutes
14115,ALLAHABAD JN to HARIDWAR JN,14 hours 0 minutes
1011,CST-MUMBAI to NAGPUR JN.(C,14 hours 0 minutes
22123,PUNE JN. to AJNI,14 hours 0 minutes
12521,BARAUNI JN. to ERNAKULAM. J,14 hours 0 minutes
59504,OKHA to VIRAMGAM JN,14 hours 0 minutes
15928,NEW TINSUKIA to RANGIYA JN.,14 hours 0 minutes
13166,SITAMARHI to KOLKATA,14 hours 0 minutes
13347,BARKAKANA to PATNA JN.,14 hours 0 minutes
13135,KOLKATA to JAYNAGAR,14 hours 0 minutes
22963,BANDRA TERMI to BHAVNAGAR TE,13 hours 55 minutes
9004,HAZRAT NIZAM to BANDRA TERMI,13 hours 55 minutes
14646,JAMMU TAWI to DELHI JN.,13 hours 55 minutes
12843,PURI to AHMEDABAD,13 hours 55 minutes
17236,NAGERCOIL JN to KRANTIVIRA S,13 hours 55 minutes
58118,GONDIA JN. to JHARSUGUDA J,13 hours 55 minutes
15660,AGARTALA to SEALDAH,13 hours 55 minutes
58502,KIRANDUL to VISAKHAPATNA,13 hours 55 minutes
19660,UDAIPUR CITY to SHALIMAR,13 hours 55 minutes
12121,JABALPUR to HAZRAT NIZAM,13 hours 55 minutes
58501,VISAKHAPATNA to KIRANDUL,13 hours 55 minutes
9003,BANDRA TERMI to HAZRAT NIZAM,13 hours 55 minutes
13131,KOLKATA to PATNA JN.,13 hours 55 minutes
16528,KANNUR to YESVANTPUR J,13 hours 55 minutes
15604,LEDO to GUWAHATI,13 hours 50 minutes
17215,VIJAYWADA JN to DHARMAVARAM,13 hours 50 minutes
15564,UDHNA JN. to JAYNAGAR,13 hours 50 minutes
18030,SHALIMAR to LOKMANYA TIL,13 hours 50 minutes
22869,VISAKHAPATNA to CHENNAI CENT,13 hours 50 minutes
12581,MANDUADIH to NEW DELHI,13 hours 50 minutes
12759,CHENNAI CENT to HYDERABAD DE,13 hours 50 minutes
22408,ANAND VIHAR to VARANASI JN.,13 hours 50 minutes
22418,NEW DELHI to VARANASI JN.,13 hours 50 minutes
12962,INDORE BG to MUMBAI CENTR,13 hours 50 minutes
15941,JHAJHA to DIBRUGARH,13 hours 50 minutes
12957,AHMEDABAD to NEW DELHI,13 hours 50 minutes
12604,HYDERABAD DE to CHENNAI CENT,13 hours 5 minutes
7016,KACHEGUDA to VISAKHAPATNA,13 hours 5 minutes
22969,OKHA to VARANASI JN.,13 hours 5 minutes
15102,CST-MUMBAI to CHHAPRA JN.,13 hours 5 minutes
22118,AMRAVATI to PUNE JN.,13 hours 5 minutes
13158,MUZAFFARPUR to KOLKATA,13 hours 5 minutes
15723,NEW JALPAIGU to SITAMARHI,13 hours 5 minutes
11019,CST-MUMBAI to BHUBANESWAR,13 hours 5 minutes
18405,PURI to AHMEDABAD,13 hours 5 minutes
12634,KANNIYAKUMAR to CHENNAI EGMO,13 hours 5 minutes
13148,NEW COOCH BE to SEALDAH,13 hours 45 minutes
12760,HYDERABAD DE to CHENNAI CENT,13 hours 45 minutes
21125,INDORE BG to BHIND,13 hours 45 minutes
54076,DELHI JN. to SITAPUR CITY,13 hours 45 minutes
22639,CHENNAI CENT to ALLEPPEY,13 hours 45 minutes
22640,ALLEPPEY to CHENNAI CENT,13 hours 45 minutes
7430,TIRUPATI to SECUNDERABAD,13 hours 45 minutes
11046,DHANBAD JN. to CHHATRAPATI,13 hours 45 minutes
13005,HOWRAH JN. to AMRITSAR JN.,13 hours 45 minutes
22324,GHAZIPUR CIT to KOLKATA,13 hours 45 minutes
14207,PARTAPGARH J to DELHI JN.,13 hours 45 minutes
